A4D250	A4D250
Q6UWX4	Q96JK4
Q15648	Q15648
Q96GY3	Q96GY3
Q6U949	Q6U949
Q15051	Q15051
Q96PE7	Q96PE7
O14686	O14686
O14686	Q8NEZ4
Q4ZIN3	Q4ZIN3
P63241	P63241
P63241	Q9GZV4
P63241	Q6IS14
Q9BYI3	Q9BYI3
Q9BYI3	Q8IXS8
P02790	P02790
P02790	P04004
P02790	Q92954
P02790	Q8N119
P02790	P14780
P02790	P45452
P02790	O75900
P02790	Q9Y5R2
P02790	P50281
P02790	P51512
P02790	Q9H306
P02790	P09238
P02790	P08254
P02790	P51511
P02790	P22894
P02790	P03956
P02790	Q99542
P02790	P09237
P02790	P24347
P02790	O60882
P02790	P08253
P02790	Q9NRE1
P02790	Q9H239
P02790	Q9NPA2
P02790	P39900
P02790	Q9ULZ9
P02790	P21128
P29459	P29459
Q9BRA0	Q9BRA0
Q9Y2Q5	Q9Y2Q5
P13727	P13727
P13727	Q9Y2Y8
Q8N8F7	Q8N8F7
Q6UX82	Q6UX82
Q96PG2	Q96PG2
Q96PG1	Q96PG1
Q96PG1	Q96JQ5
O43929	O43929
Q9BY77	Q9BY77
Q92896	Q92896
C9JVW0	C9JVW0
C9JVW0	P0DMQ5
Q9UIC8	Q9UIC8
Q9UIC8	O60294
Q8N201	Q8N201
O95868	O95868
Q96LU5	Q96LU5
Q96LU5	Q96T52
Q96LW4	Q96LW4
Q9HBI0	Q9HBI0
Q9HBI0	Q9HBI1
Q9HBI0	Q9NVD7
Q9NPP4	Q9NPP4
Q9NQX5	Q9NQX5
Q15546	Q15546
Q15546	Q8IY49
Q9H9Q4	Q9H9Q4
P49279	P49279
P49279	P49281
P30044	P30044
Q9ULP0	Q9ULP0
Q9ULP0	Q92597
Q9ULP0	Q9UN36
Q9ULP0	Q9UGV2
Q13501	Q13501
P62861	P62861
Q9Y5M6	Q9Y5M6
Q9C037	Q9C037
Q9C037	Q86WT6
Q9C037	Q9UPQ4
Q9C037	Q5EBN2
Q9C037	Q12899
Q9C037	P0CI25
Q9C037	Q9BSJ1
Q9C037	A6NDI0
Q9C037	P0CI26
Q9C037	C9J1S8
Q9C037	Q9BZY9
Q9C037	I1YAP6
Q9C037	Q5TA31
Q9C037	Q8IWZ4
Q9C037	A6NCK2
Q9C037	Q96BQ3
Q9C037	Q5W0U4
Q9C037	Q9Y508
Q9C037	Q96A37
Q9C037	Q8WVD3
Q9C037	Q9Y4K3
Q9C037	Q6ZMU5
Q9C037	Q9C035
Q9C037	Q9BYJ4
Q9C037	Q9C030
Q9C037	Q9H2S5
Q9C037	Q8WV44
Q9C037	Q96A61
Q9C037	Q495X7
Q9C037	M0QZC1
Q9C037	E7ERA6
Q9C037	Q96D59
Q9C037	P78317
Q9C037	Q8N8D1
Q9C037	Q9ULX5
Q9C037	P14373
Q9C037	Q13410
Q9C037	Q9HCM9
Q9C037	Q8N9V2
Q9C037	A6NK02
Q9C037	O15553
Q9C037	Q6ZWI9
Q9C037	O75679
Q9C037	F8VTS6
Q9C037	A6NLU0
Q9C037	O75678
Q9C037	O75677
Q9C037	Q6AZZ1
Q9C037	Q9C029
Q9C037	Q9C019
Q9C037	Q9UDY6
Q9C037	Q86UV6
Q9C037	Q86XT4
Q9C037	Q86UV7
Q9C037	A1L4K1
Q9C037	Q8N3K9
Q9C037	Q96DX7
Q9C037	Q14142
Q9C037	Q6P9F5
Q9C037	Q495C1
Q9C037	A6NCQ9
Q9C037	Q96K19
Q9C037	P15918
Q9C037	P0DH78
Q9C037	A6NIN4
Q9C037	Q14134
Q9C037	Q14258
Q9C037	O15344
Q9C037	Q9UJV3
Q9C037	Q969Q1
Q9C037	Q9BYV6
Q9C037	Q9BYV2
Q9C037	O60858
Q96FL8	Q96FL8
Q96FL8	Q86VL8
A6NGZ8	A6NGZ8
Q17RH7	Q17RH7
Q9UKN8	Q9UKN8
P06865	P06865
P06865	P07686
P05231	P05231
Q86UR5	Q86UR5
Q86UR5	Q9UQ26
Q86UR5	Q9H426
Q86UR5	Q9UJD0
P83731	P83731
P83731	Q9UHA3
Q96PU8	Q96PU8
Q96PU8	O75525
Q96PU8	Q5VWX1
Q96PU8	Q07666
Q9H489	Q9H489
Q9H489	Q9H2G4
Q9H489	Q8N831
Q9H489	Q9UJ04
Q9H489	Q9H0U9
Q9H489	P0CV99
Q9H489	P0CW00
Q9H489	P0CW01
Q9H489	A6NKD2
Q9H489	P0CV98
Q9H489	Q01534
Q9H489	Q01105
Q9H489	P0DME0
Q9H489	Q86VY4
O60636	O60636
O60636	P60033
O60636	Q96SJ8
O60636	O60637
O60636	P08962
O60636	P19397
O60636	O14817
O60636	P0C672
O60636	O75954
O60636	O43657
O60636	P41732
O60636	O95859
O60636	O60635
O60636	Q9UKR8
O60636	Q86UF1
O60636	Q9H1Z9
O60636	O95858
O60636	Q96FV3
O60636	Q8NG11
O60636	P62079
O60636	P27701
O60636	P11049
O60636	A1L157
O60636	P48509
O60636	P19075
O60636	P21926
O60636	P23942
O60636	Q03395
O60636	O00322
O60636	O75841
O14972	O14972
Q9HCJ5	Q9HCJ5
Q9HCJ5	Q9H7M6
Q9HCJ5	Q9P217
Q9HCJ5	A7E2V4
P0CB47	P0CB47
P0CB47	P0CB48
P0CB47	P17480
P0CB47	Q9P0W2
P0CB47	Q9NP66
A8MYJ7	A8MYJ7
Q6PGP7	Q6PGP7
Q6PGP7	Q8IUR5
Q6PGP7	Q5T4D3
Q6PGP7	Q8N394
Q6PGP7	Q6ZXV5
Q6PGP7	Q6N069
Q6PGP7	Q9BXJ9
O95292	O95292
O95292	Q9P0L0
O95292	Q8NHP6
O75340	O75340
O75340	Q9UBV8
O75340	Q96L46
O75340	P04632
O75340	P30626
O75340	P28676
Q6NTF9	Q6NTF9
Q9H6L5	Q9H6L5
Q9H6L5	Q8NC44
Q9H6L5	Q86VR2
Q96GZ6	Q96GZ6
Q96GZ6	Q8IVJ1
Q96GZ6	Q96JW4
Q9BVW6	Q9BVW6
Q53FP2	Q53FP2
Q13769	Q13769
Q9NV23	Q9NV23
Q9HBM6	Q9HBM6
Q9HBM6	Q16594
P23025	P23025
P23025	Q6PML9
Q9BTM9	Q9BTM9
O75191	O75191
Q96RP3	Q96RP3
Q8N2G6	Q8N2G6
Q8N2G6	A6NP61
Q8N2G6	Q86SH2
Q9BR11	Q9BR11
Q9BR11	Q96MP5
P11172	P11172
Q9BQB6	Q9BQB6
Q9BQB6	Q8N0U8
Q7Z6J8	Q7Z6J8
Q9H598	Q9H598
Q9H320	Q9H320
Q9H320	O14598
Q9H320	Q9NNX9
Q9H320	Q9H322
Q9H320	Q9H321
P27449	P27449
P27449	Q99437
Q7Z5A7	Q7Z5A7
Q7Z5A7	Q7Z5A9
Q7Z5A7	Q8N3H0
Q7Z5A7	Q7Z5A8
Q7Z5A7	Q96LR4
P0DL12	P0DL12
Q92748	Q92748
Q92748	Q9NPA3
P60896	P60896
Q6ZVN7	Q6ZVN7
Q86TJ2	Q86TJ2
Q86TJ2	O75478
Q7L2K0	Q7L2K0
Q6UW49	Q6UW49
P23526	P23526
P23526	O43865
P23526	Q96HN2
P50453	P50453
P50453	P30740
P50453	P05120
P50453	P05121
P50453	P36952
P50453	P48595
P50453	A8MTL9
P50453	P50452
P50453	P35237
P50453	P29508
P50453	P48594
P50453	O75635
P50453	P05155
P50453	Q9UK55
P50453	Q96P15
P50453	Q9UIV8
P50453	Q96P63
P50453	Q86U17
P50453	P05154
P50453	P08185
P50453	P01011
P50453	P29622
P50453	P05543
P50453	Q86WD7
P50453	Q6UXR4
P50453	Q8IW75
P50453	P01008
P50453	P01009
P50453	P20848
P50453	P50454
P50453	Q99574
P50453	P07093
P50453	O75830
P50453	P08697
P50453	P05546
P50453	P36955
P50453	A8MV23
Q6IPX3	Q6IPX3
Q6IPX3	Q969E4
Q6IPX3	Q5H9L2
Q6IPX3	Q96EI5
Q6IPX3	Q9H3H9
Q5HYL7	Q5HYL7
Q9UHU1	Q9UHU1
Q6XCG6	Q6XCG6
Q15631	Q15631
Q15631	Q99598
Q6ZQV5	Q6ZQV5
Q6ZQV5	Q15973
Q6ZQV5	Q8NC26
Q6ZQV5	Q9BV97
Q6ZQV5	Q96CS4
Q6ZQV5	P0C7X2
Q6ZQV5	A8K8V0
Q6ZQV5	Q8N8J6
Q6ZQV5	Q96C28
Q6ZQV5	Q6ZN11
Q6ZQV5	Q86Y25
Q6ZQV5	C9JBD0
Q6ZQV5	Q5FWF6
Q9P1Q0	Q9P1Q0
O00401	O00401
O00401	P42768
Q96AW1	Q96AW1
Q75NE6	Q75NE6
P30711	P30711
P30711	P0CG29
P30711	P0CG30
P30711	A0A1W2PR19
Q8IYT4	Q8IYT4
Q8IYT4	Q8NBU5
Q8IYT4	P62195
Q8IYT4	P35998
Q8IYT4	P17980
Q8IYT4	P62191
Q8IYT4	Q9BW62
Q8IYT4	O75449
Q8IYT4	Q96TA2
Q8IYT4	P46459
Q8IYT4	O43933
Q8IYT4	Q9UQ90
Q8IYT4	O15381
Q8IYT4	Q9UBP0
Q8IYT4	Q6PIW4
Q8IYT4	Q9UN37
Q8IYT4	O75351
Q8IYT4	Q9Y4W6
Q8IYT4	Q5T2N8
Q8IYT4	Q5T9A4
Q8IYT4	Q9NVI7
Q8IYT4	Q6PL18
Q8IYT4	Q9ULI0
Q8IYT4	Q13608
Q8IYT4	P62333
Q8IYT4	P43686
Q8IYT4	P55072
Q8IYT4	Q9BVQ7
Q8IYT4	Q8NB90
Q8IYT4	Q15645
Q8IYT4	Q5HY92
Q8IYT4	A6NMB9
Q8IYT4	Q86XH1
Q8IYT4	A6NCM1
P56537	P56537
P01589	P01589
O75409	O75409
Q9UKK6	Q9UKK6
Q9UKK6	Q9NPJ8
C9JE40	C9JE40
C9JE40	Q86TB9
Q9Y314	Q9Y314
Q9BRQ3	Q9BRQ3
Q6UWI2	Q6UWI2
Q9HCU5	Q9HCU5
Q9HCU5	O43818
Q5SXH7	Q5SXH7
P62906	P62906
Q3SYG4	Q3SYG4
Q96DM3	Q96DM3
Q96BW5	Q96BW5
P16035	P16035
P16035	P35625
P16035	P01033
P16035	Q99727
Q9NXG2	Q9NXG2
Q66K66	Q66K66
Q8N434	Q8N434
Q8N434	Q9H015
Q8N434	O76082
Q8N434	Q8N4V2
Q8N434	A1A5C7
Q8N434	Q8WUG5
Q8N434	A6NKX4
Q8N434	O75751
Q8N434	O15245
Q8N434	Q9Y226
Q8N434	Q9Y267
Q8N434	Q86VW1
Q8N434	O15244
Q8N434	Q8TCC7
Q8N434	Q4U2R8
Q8N434	Q8N4F4
Q8N434	Q63ZE4
Q8N434	Q8IVM8
Q8N434	A6NK97
Q8N434	Q6T423
Q8N434	Q8IZD6
Q8N434	Q9Y694
Q8N434	Q9NSA0
Q8N434	Q96S37
Q9BZL1	Q9BZL1
Q5TF21	Q5TF21
Q5TF21	Q9Y4B5
Q5TF21	O94964
Q15185	Q15185
Q15185	E9PB15
Q9P0Z9	Q9P0Z9
Q9P0Z9	Q9UL12
Q9P0Z9	Q96CU9
A0PK05	A0PK05
Q8NA69	Q8NA69
Q9BXT4	Q9BXT4
Q9BXT4	Q8NAT2
Q9BXT4	O60522
Q9BXT4	Q8NHU6
Q9BXT4	Q9BXU1
Q9BXT4	B5MCY1
Q9BXT4	Q7KZF4
Q9BXT4	Q9BXT8
Q8TBZ9	Q8TBZ9
Q7Z7N9	Q7Z7N9
Q92736	Q92736
Q92736	Q15413
Q92736	P21817
Q53T94	Q53T94
Q9H0A3	Q9H0A3
A2RU14	A2RU14
Q8IXU6	Q8IXU6
Q8IXU6	Q5T1Q4
Q9H5J8	Q9H5J8
Q9Y399	Q9Y399
Q9Y3Z3	Q9Y3Z3
Q8NA31	Q8NA31
Q92750	Q92750
Q92750	O00268
Q9BWM7	Q9BWM7
Q9BWM7	Q9H9B4
Q9BWM7	Q8TD22
Q9BWM7	Q96NB2
Q92956	Q92956
Q92956	P25445
Q92956	Q07011
Q92956	P26842
Q92956	P19438
Q92956	Q93038
Q92956	P36941
Q92956	O14798
Q92956	Q9UBN6
Q92956	P43489
Q92956	O14763
Q92956	O00220
Q5VX52	Q5VX52
A2RU48	A2RU48
Q12893	Q12893
A6NEL2	A6NEL2
A6NEL2	A6NJG2
A6NEL2	Q53LP3
A6NEL2	Q2M3V2
A6NEL2	Q9H672
A6NEL2	Q9H078
A6NEL2	A6NK59
A6NEL2	Q8WXK1
A6NEL2	Q8NAG6
E0CX11	E0CX11
Q68D42	Q68D42
O43426	O43426
O43426	O15056
O43426	Q01968
O43426	P32019
O43426	Q9BT40
O43426	Q9NTJ5
O43426	Q9Y2H2
O43426	Q15735
O43426	Q92562
O43426	Q9NRR6
Q8N6K7	Q8N6K7
Q2TBF2	Q2TBF2
Q2TBF2	Q658N2
O60232	O60232
Q86UK7	Q86UK7
Q5T8A7	Q5T8A7
Q96KW2	Q96KW2
Q96KW2	Q8N7R1
Q96KW2	A6NF01
Q96KW2	Q96HA1
Q96KW2	A8CG34
Q96KW2	Q3SYA9
Q96KW2	A6NNC1
Q96KW2	Q9NZP6
Q96KW2	A8MUA0
Q96KW2	A8MV72
Q96KW2	A6NL46
Q96KW2	A8MUI8
Q96KW2	A8MX80
Q96KW2	Q8N9G6
Q96KW2	Q5PR19
Q96KW2	A8MU76
Q9P1A2	Q9P1A2
Q9P1A2	Q8TF05
Q12769	Q12769
Q5TFE4	Q5TFE4
P62945	P62945
Q9BYC9	Q9BYC9
P26022	P26022
P26022	Q96A99
P26022	P47972
P26022	Q15818
P26022	O95502
P26022	A8MV57
P26022	P02741
P26022	P02743
Q8TA86	Q8TA86
Q8TA86	Q86X95
Q8TDP1	Q8TDP1
P20936	P20936
P20936	P21359
P20936	Q86YV0
P20936	Q9UJF2
P20936	Q5VWQ8
P20936	Q96PV0
P20936	O95294
P20936	C9J798
P20936	O43374
P20936	Q14644
P20936	Q15283
P20936	Q14C86
P20936	Q9UJ41
P20936	P16885
P20936	P19174
P20936	Q9NQ66
P20936	Q00722
P20936	Q01970
P20936	Q15147
P20936	P51178
P20936	Q8N3E9
P20936	Q9BRC7
P20936	Q4KWH8
P20936	O75038
P20936	Q15111
P20936	Q86YW0
P20936	Q9UPR0
P20936	Q9P212
P20936	Q15052
Q5T9C9	Q5T9C9
Q5T9C9	O14986
Q5T9C9	Q8TBX8
Q5T9C9	Q99755
Q5T9C9	O60331
Q5T9C9	A2A3N6
Q5T9C9	P48426
Q5T9C9	P78356
Q8IYJ0	Q8IYJ0
P15309	P15309
P15309	Q9BZG2
P15309	P11117
P15309	Q8TE99
P15309	Q9NPH0
Q9NXE4	Q9NXE4
Q14997	Q14997
P12273	P12273
Q9GZS1	Q9GZS1
Q86WH2	Q86WH2
Q86WH2	Q8WWW0
Q86WH2	Q9NS23
O95807	O95807
O95807	P56557
Q8N614	Q8N614
Q8IYB8	Q8IYB8
O75324	O75324
Q5TAP6	Q5TAP6
Q5TAP6	Q9BVJ6
Q6ICI0	Q6ICI0
Q6ICI0	Q86UP9
Q6ICI0	Q7Z7J7
Q6ICI0	Q8TAF8
Q6ICI0	Q9Y693
Q6ICI0	Q86WI0
Q6ICI0	Q6ZUX7
Q9UMZ2	Q9UMZ2
Q86U90	Q86U90
Q5JPB2	Q5JPB2
Q5JPB2	P31629
Q5JPB2	Q8IZ20
Q5JPB2	Q5T1R4
Q5JPB2	P15822
Q13423	Q13423
Q14442	Q14442
Q12789	Q12789
Q96PI1	Q96PI1
Q96PI1	Q5T870
Q14669	Q14669
Q14669	Q9ULT8
Q14669	Q96J02
Q14669	Q9H0M0
Q14669	O00308
Q14669	Q8IYU2
Q14669	Q76N89
Q14669	Q96PU5
Q14669	Q9P2P5
Q14669	P46934
Q14669	Q5U5R9
Q14669	Q9HAU4
Q14669	Q9HCE7
Q14669	Q15386
Q14669	Q7Z3V4
Q14669	O15033
Q14669	Q5T447
Q14669	Q9UM13
Q14669	O95071
Q00059	Q00059
Q00059	Q969G3
Q8IWB9	Q8IWB9
Q5T4T1	Q5T4T1
Q5T4T1	Q8WVE7
Q9BXP5	Q9BXP5
P46781	P46781
Q8WVM0	Q8WVM0
Q8WVM0	Q9UNQ2
Q8WVM0	Q9H5Q4
P23396	P23396
Q96JX3	Q96JX3
P62081	P62081
Q96J77	Q96J77
Q96J77	Q16890
Q96J77	O43399
Q96J77	P55327
Q8NEQ6	Q8NEQ6
Q2M3C7	Q2M3C7
Q2M3C7	Q9UKA4
P61009	P61009
Q9NS62	Q9NS62
O95171	O95171
O95171	O15231
Q8N7X8	Q8N7X8
O43617	O43617
O43617	Q5T215
Q86V81	Q86V81
Q96KP6	Q96KP6
Q96KP6	Q15025
P63272	P63272
L0R6Q1	L0R6Q1
Q8N1K5	Q8N1K5
Q8N1K5	Q5TEJ8
Q96LM6	Q96LM6
Q9ULL8	Q9ULL8
Q9ULL8	Q13796
Q9ULL8	Q8TF72
Q9ULL8	Q2M3G4
P0CAT3	P0CAT3
A2RRL7	A2RRL7
Q6ZV60	Q6ZV60
O95159	O95159
O15498	O15498
Q9ULB1	Q9ULB1
Q9ULB1	Q9P2S2
Q9ULB1	P58400
Q9ULB1	Q9HDB5
Q9ULB1	Q9Y4C0
Q9ULB1	P58401
Q9ULB1	Q63HQ2
Q9ULB1	O00468
Q9ULB1	P98160
Q9ULB1	Q96NU0
Q9ULB1	Q9BZ76
Q9ULB1	Q9C0A0
Q9ULB1	P78357
Q9ULB1	Q9UHC6
Q9ULB1	Q8WYK1
Q8NE18	Q8NE18
A0A2R8YFM6	A0A2R8YFM6
A0A2R8YFM6	Q86WS3
A0A2R8YFM6	Q9HBJ0
A0A2R8YFM6	A0A2R8Y4Y8
A6NI15	A6NI15
A6NI15	Q9BRJ9
A6NI15	Q0VG99
A6NI15	Q7RTU5
A6NI15	Q9NQ33
A6NI15	Q6XD76
O15446	O15446
P42766	P42766
Q7Z4M0	Q7Z4M0
P46063	P46063
P46063	P54132
P46063	O94761
P46063	O94762
P46063	Q14191
P05423	P05423
Q8WXC3	Q8WXC3
Q8WXC3	Q9ULZ3
A0A075B6Y9	A0A075B6Y9
Q96Q05	Q96Q05
Q9NVU7	Q9NVU7
Q9C0A6	Q9C0A6
Q9C0A6	Q8IZD2
Q96LD8	Q96LD8
Q9H0A9	Q9H0A9
Q9H0A9	Q76KD6
Q96R06	Q96R06
Q9NUL5	Q9NUL5
Q86UD0	Q86UD0
Q9NPB0	Q9NPB0
Q15526	Q15526
O75674	O75674
O75674	O60784
O75674	Q6ZVM7
Q8N7C4	Q8N7C4
Q9UMS6	Q9UMS6
Q9UMS6	Q9H987
Q9UMS6	Q8N3V7
Q8N8H1	Q8N8H1
Q8N8H1	A2RRD8
Q8N8H1	Q7L2R6
Q8N8H1	Q6ZN06
Q8N8H1	Q96IR2
Q8N8H1	Q8N4W9
Q8N8H1	Q96N58
Q8N8H1	Q8TF39
Q9Y2Z4	Q9Y2Z4
Q9NYJ8	Q9NYJ8
Q9NYJ8	Q8N5C8
Q3SY00	Q3SY00
Q7RTU0	Q7RTU0
Q7RTU0	Q7RTU1
Q96M53	Q96M53
Q96M53	Q53FE4
P15907	P15907
P15907	Q96JF0
P15907	Q9H4F1
P15907	Q969X2
P15907	Q9BVH7
P15907	Q8NDV1
P15907	Q11201
P15907	Q16842
Q9BRT9	Q9BRT9
Q587I9	Q587I9
Q6UW10	Q6UW10
P0C7M3	P0C7M3
P82909	P82909
Q1ZZU3	Q1ZZU3
Q6YHU6	Q6YHU6
Q8ND83	Q8ND83
Q8ND83	Q9P270
Q15572	Q15572
Q96SK2	Q96SK2
Q96HH6	Q96HH6
P52655	P52655
P52655	Q9UNN4
Q8TDM5	Q8TDM5
O43819	O43819
O43819	O75880
Q15388	Q15388
Q15388	Q6UXN7
Q16533	Q16533
Q9NS69	Q9NS69
Q86YL5	Q86YL5
Q8NEK8	Q8NEK8
Q8NEK8	Q5VWP2
Q8NEK8	Q96A09
Q8NEK8	Q96IP4
O15260	O15260
Q6PI78	Q6PI78
Q15046	Q15046
Q9Y448	Q9Y448
Q14493	Q14493
O00422	O00422
Q5BJH2	Q5BJH2
Q0VAF6	Q0VAF6
Q9Y5V0	Q9Y5V0
Q9NYZ1	Q9NYZ1
Q9NYZ1	Q96ET8
Q9NYZ1	A6NH52
Q9C0E2	Q9C0E2
Q9BUP3	Q9BUP3
Q96M11	Q96M11
Q14653	Q14653
Q14653	O14896
Q14653	P14316
Q14653	P10914
Q14653	Q00978
Q14653	Q02556
Q14653	Q15306
Q14653	Q13568
Q14653	Q92985
Q8IX03	Q8IX03
Q8IX03	Q6AWC2
Q8IX03	Q9ULE0
P48163	P48163
P48163	Q16798
P48163	P23368
Q9BQG0	Q9BQG0
Q71UM5	Q71UM5
Q71UM5	P42677
P84101	P84101
P84101	O75920
Q8N661	Q8N661
Q8N661	Q8N2M4
Q86X45	Q86X45
Q86X45	A6NJI9
Q86X45	Q8N309
Q86X45	Q9H069
Q86X45	P39687
Q86X45	O43423
Q86X45	Q92688
Q86X45	O95626
Q86X45	Q9BTT0
Q86X45	Q6ZRR7
Q86X45	Q9P209
Q86X45	Q1X8D7
Q86X45	Q96FV0
Q86X45	Q8NEP3
Q86X45	Q4LDG9
Q86X45	Q15435
Q86X45	Q8IW35
Q99595	Q99595
Q99595	O60830
Q99595	Q9Y584
Q13395	Q13395
Q8TEL6	Q8TEL6
Q9Y4P9	Q9Y4P9
Q9Y4P9	Q8NEY3
A0A1B0GUV7	A0A1B0GUV7
P46782	P46782
Q8IY92	Q8IY92
Q9NWX6	Q9NWX6
Q9H0E2	Q9H0E2
Q7Z769	Q7Z769
Q7Z769	Q6ICL7
Q7Z769	Q96K37
Q6UXF1	Q6UXF1
Q6ZUK4	Q6ZUK4
Q6ICC9	Q6ICC9
Q6ICC9	Q5HYW3
Q6ICC9	Q17RB0
Q6ICC9	A6ZKI3
Q6ICC9	Q9BWD3
Q6ICC9	O95751
Q6ICC9	Q7L3V2
O95947	O95947
O95947	Q13207
O95947	O15119
O95947	Q9UL17
O95947	O95935
O95947	P57082
O95947	Q96SF7
O95947	Q9UMR3
O95947	Q9Y458
O95947	Q16650
O95947	O95936
O95947	O75333
O95947	O43435
O95947	Q99593
O95947	O15178
O95947	O60806
Q8NET4	Q8NET4
P02686	P02686
P46013	P46013
Q3LI61	Q3LI61
Q3LI61	Q3LI66
Q3LI61	Q3LI63
Q3LI61	Q3LI60
Q3LI61	Q3LI68
Q3LI61	Q3LI67
Q3LI61	Q3LI73
Q3LI61	Q3SYF9
Q3LI61	Q8IUB9
Q3LI61	Q7Z4W3
Q3LI61	Q3LI70
Q3LI61	Q3LI54
Q3LI61	Q3LI72
Q3LI61	Q9BYP8
Q3LI61	Q3LI64
Q3LI61	Q3MIV0
Q3LI61	Q3LHN2
Q9H1Q7	Q9H1Q7
Q9H1Q7	Q96HM7
Q9H1Q7	Q8N7U7
Q9UJ68	Q9UJ68
Q9NP80	Q9NP80
O00541	O00541
Q9HCR9	Q9HCR9
Q9HCR9	P35913
Q9HCR9	P16499
Q9HCR9	P51160
Q9HCR9	O76083
Q9HCR9	Q9Y233
Q9HCR9	O76074
Q9HCR9	O00408
Q9HCR9	Q14123
Q9HCR9	Q01064
Q9HCR9	P54750
Q9HCR9	Q13370
Q9HCR9	Q9NP56
Q9HCR9	Q13946
Q9HCR9	Q08499
Q9HCR9	Q07343
Q9HCR9	Q08493
Q9HCR9	P27815
Q9HCR9	Q8TB68
Q9HCR9	O60658
Q9HCR9	O95263
Q9HCR9	Q14432
Q9BYD2	Q9BYD2
Q8N5W9	Q8N5W9
Q8N5W9	Q6ZTI6
Q15493	Q15493
Q9HAU5	Q9HAU5
Q8NCS4	Q8NCS4
Q8TB96	Q8TB96
P59282	P59282
P59282	O94811
P59282	Q9BW30
Q5VUM1	Q5VUM1
Q9BSI4	Q9BSI4
Q9Y265	Q9Y265
Q9Y265	Q9Y230
Q9H6L2	Q9H6L2
C9JQI7	C9JQI7
P0DP42	P0DP42
P0DP42	A6NGA9
O00337	O00337
O00337	O43868
O00337	Q9HAS3
Q8NEF9	Q8NEF9
Q8N2U0	Q8N2U0
A6NC51	A6NC51
A6NC51	B9EJG8
A6NC51	Q86TG1
A6NC51	Q8N682
A6NC51	Q6UX65
Q7Z4S9	Q7Z4S9
Q7Z4S9	Q8WV28
Q96N35	Q96N35
Q8WUY1	Q8WUY1
Q9BXU0	Q9BXU0
O60356	O60356
O60356	A6NF83
O95190	O95190
O95190	P54368
O95190	Q9UMX2
P13725	P13725
O14939	O14939
O14939	Q13393
Q8IYW5	Q8IYW5
O75901	O75901
O75901	A6NK89
Q96L21	Q96L21
Q96L21	P27635
Q15109	Q15109
Q15109	A1L1A6
Q15109	Q13740
Q15109	P20916
P52758	P52758
Q5TAB7	Q5TAB7
Q5TAB7	P57055
Q5TAB7	Q0D2K3
Q9H4I0	Q9H4I0
Q9H4I0	O60216
Q6NUQ1	Q6NUQ1
P47914	P47914
P05451	P05451
P05451	P48304
P05451	Q6UW15
P05451	Q06141
P05451	Q9BYZ8
Q6UVJ0	Q6UVJ0
P28347	P28347
P28347	Q15561
P28347	Q99594
P28347	Q15562
Q8NHU3	Q8NHU3
Q8NHU3	Q86VZ5
Q8NHU3	Q96LT4
O76094	O76094
Q9BTX3	Q9BTX3
P0C7N4	P0C7N4
P0C7N4	A6NGB0
P82914	P82914
Q6URK8	Q6URK8
P51692	P51692
P51692	P42229
P51692	P42224
P51692	P40763
P51692	Q14765
P51692	P52630
P51692	P42226
Q969K7	Q969K7
Q969K7	Q53RY4
Q15527	Q15527
Q9BYT1	Q9BYT1
Q9BYT1	Q9Y2C5
Q9BYT1	Q14916
Q9BYT1	O00476
Q9BYT1	O00624
Q9BYT1	Q9NRA2
Q9BYT1	Q9P2U7
Q9BYT1	Q9P2U8
Q9BYT1	Q8NDX2
Q9BZX4	Q9BZX4
Q9BZX4	Q9HAT0
Q9BZX4	Q96C74
O15428	O15428
O15428	Q13526
A0A0C5B5G6	A0A0C5B5G6
P62263	P62263
Q0GE19	Q0GE19
Q9NZH4	Q9NZH4
Q9NZH4	Q9NZH5
Q9NZH4	O95997
P53801	P53801
Q9BUV8	Q9BUV8
Q8N5L8	Q8N5L8
Q8N5L8	Q9BUL9
D3DTV9	D3DTV9
Q02297	Q02297
Q02297	O14511
Q02297	P56975
Q8IUK5	Q8IUK5
Q8IUK5	Q6UX71
Q6UVY6	Q6UVY6
Q6UVY6	P09172
Q6UVY6	A6NHM9
P28065	P28065
P28065	P28072
P28065	P40306
P28065	Q99436
P28065	P49720
P28065	P28074
P28065	P28062
P28065	A5LHX3
Q8TBZ2	Q8TBZ2
Q96QH2	Q96QH2
A6NEE1	A6NEE1
Q9NRI7	Q9NRI7
Q9NRI7	P01298
Q9H7X0	Q9H7X0
P07988	P07988
P07988	Q6NUJ1
P07988	P07602
P61218	P61218
Q8NE09	Q8NE09
Q8NE09	A5PLK6
Q9BRJ2	Q9BRJ2
Q8IY67	Q8IY67
Q8IY67	Q9HCJ3
Q8IY67	P26368
A5PLN9	A5PLN9
P78509	P78509
Q99619	Q99619
Q99619	Q96A44
Q99619	Q96BD6
Q99619	P0C2W1
Q04671	Q04671
Q8N2H3	Q8N2H3
Q96GX9	Q96GX9
O60502	O60502
Q9ULD0	Q9ULD0
Q9ULD0	Q02218
Q9ULD0	Q96HY7
Q6ISU1	Q6ISU1
Q969H8	Q969H8
P83881	P83881
P83881	Q969Q0
Q9NWU5	Q9NWU5
Q9NVU0	Q9NVU0
Q7LG56	Q7LG56
Q7LG56	P31350
P25791	P25791
P25791	Q9NQ69
P25791	P50458
P25791	Q8TAP4
P25791	P25800
P25791	P61968
P25791	Q13642
